Time [s];Acceleration [m/s²]
0.026880;1.744495
0.026910;1.797982
0.026940;1.463221
0.026970;1.381875
0.027000;1.043260
0.027030;0.455231
0.027060;-0.418967
0.027090;-1.343059
0.027120;-2.050526
0.027150;-1.966865
0.027180;-0.994502
0.027210;0.246595
0.027240;1.371725
0.027270;2.376133
0.027300;2.975547
0.027330;2.809520
0.027360;1.874125
0.027390;0.507044
0.027420;-1.121082
0.027450;-2.472254
0.027480;-3.433593
0.027510;-3.773459
0.027540;-2.960613
0.027570;-1.355561
0.027600;0.854133
0.027630;2.743144
0.027660;4.743691
0.027690;5.992677
0.027720;5.836153
0.027750;4.423341
0.027780;2.646985
0.027810;0.597177
0.027840;-1.783523
0.027870;-3.383389
0.027900;-3.449699
0.027930;-2.486683
0.027960;-1.711134
0.027990;-0.777326
0.028020;0.168352
0.028050;0.868665
0.028080;1.316044
0.028110;2.036715
0.028140;2.928581
0.028170;3.603968
0.028200;3.362702
0.028230;2.429894
0.028260;1.106578
0.028290;-0.619596
0.028320;-2.564533
0.028350;-3.676027
0.028380;-3.986848
0.028410;-3.633889
0.028440;-2.878094
0.028470;-1.847769
0.028500;-0.510601
0.028530;0.927192
0.028560;1.517781
0.028590;1.356259
0.028620;0.790374
0.028650;0.178516
0.028680;-0.791638
0.028710;-1.928996
0.028740;-2.492423
0.028770;-2.641037
0.028800;-2.928450
0.028830;-3.214948
0.028860;-3.053970
0.028890;-2.610097
0.028920;-1.832030
0.028950;-1.004107
0.028980;-0.423717
0.029010;0.068345
0.029040;0.636126
0.029070;0.747064
0.029100;0.534157
0.029130;0.350337
0.029160;0.392575
0.029190;0.462176
0.029220;0.465293
0.029250;0.905082
0.029280;1.714522
0.029310;1.823366
0.029340;1.044379
0.029370;-0.240100
0.029400;-1.024623
0.029430;-0.957590
0.029460;-0.544261
0.029490;0.662199
0.029520;2.426677
0.029550;3.931448
0.029580;4.553590
0.029610;4.726553
0.029640;4.250992
0.029670;3.130218
